id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16367,LITEON POWER SOLUTIONS,+919513444408,liteonpowersolutions@gmail.com,LITEON POWER SOLUTIONS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:54:57.236845Z,
16368,Smart Branding Solutions,+919381784215,info@smartbranding.top,Smart Branding Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:54:35.753601Z,
16369,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:52:50.111547Z,
16370,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:48:10.152443Z,
16371,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:45:42.289140Z,
16372,RBN Enterprises,+917989692726,hemamurthy0508@gmail.com,RBN Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:44:13.265247Z,
16373,FUTURE RAY TECHNO SOLUTIONS,+917259676627,info@frtnsolutions.in,FUTURE RAY TECHNO SOLUTIONS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:42:41.681514Z,
16374,Aster Infosystems,+919663371804,asterinfosystems@gmail.com,Aster Infosystems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:38:51.724039Z,
16375,Arcamax Computer Systems (P) Ltd,+919880442365,vinod@arcamaxindia.com,Arcamax Computer Systems (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:37:31.506282Z,
16376,Netsoft Systems & Networks,+919845130939,sales@netsoftindia.co.in,Netsoft Systems & Networks,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:36:47.746505Z,
16377,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:31:47.041747Z,
16378,Apar Systems & Peripherals,+919393461436,kushal.desai@apar.com,Apar Systems & Peripherals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:30:49.103544Z,
16379,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:28:11.237882Z,
16380,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:25:34.832102Z,
16381,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:23:02.263914Z,
16382,Balaji Bag Manufacturers,+919845162511,sales@balajibag.com,Balaji Bag Manufacturers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:22:34.784057Z,
16383,Prodigy Computers and Laptops Pvt Lt,+919985356363,prodigyhyderabad@gmail.com,Prodigy Computers and Laptops Pvt Lt,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:22:03.131583Z,
16384,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:20:25.399487Z,
16385,LITEON POWER SOLUTIONS,+919513444408,liteonpowersolutions@gmail.com,LITEON POWER SOLUTIONS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:19:23.286418Z,
16386,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:16:33.384093Z,
16387,Edream,+919663377073,contact@edream.co.in,Edream,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:12:55.714456Z,
16388,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:12:36.227708Z,
16389,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:10:02.532866Z,
16390,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:07:18.709445Z,
16391,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:04:50.326321Z,
16392,Balaji Bag Manufacturers,+919845162511,sales@balajibag.com,Balaji Bag Manufacturers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:03:22.712435Z,
16393,Vasanth & Co,+919333593335,onlinesupport@vasanthandco.com,Vasanth & Co,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T17:00:44.487255Z,
16394,Hi-Tech Systems & Services Ltd,+919751209884,info@hitechsystemss.com,Hi-Tech Systems & Services Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:54:44.178213Z,
16395,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:51:54.158440Z,
16396,Edream,+919663377073,contact@edream.co.in,Edream,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:40:39.283027Z,
16397,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:39:31.016987Z,
16398,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:37:01.193455Z,
16399,Agni Electronics,+917402253377,accounts@agnielectronics.co.in,Agni Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:36:35.770372Z,
16400,Technogreen Airconditioning Pvt Ltd,+919538867796,salestg@technogreenindia.in,Technogreen Airconditioning Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:32:28.736071Z,
16401,Bluestar,+918056104023,sujithdp@bluestarindia.com,Bluestar,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:30:26.692749Z,
16402,SECUNDERABAD REFRIGERATION & ELECTRICALS,+919866470590,refrigeration@gmail.com,SECUNDERABAD REFRIGERATION & ELECTRICALS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:30:09.255944Z,
16403,Terra Cool Solutions,+919880417067,sales@terracoolsolutions.in,Terra Cool Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:27:25.340448Z,
16404,GI DUCT FEBRICATION,+919535105217,syedsaif332@gmail.com,GI DUCT FEBRICATION,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:23:47.750370Z,
16405,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,+919663961123,srihari@stratprosolutions.com,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:22:47.704499Z,
16406,APEX HVAC ENGINEERS,+919141882774,service@apexhvacengineers.com,APEX HVAC ENGINEERS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:22:20.141068Z,
16407,Peace HVAC Engineers,+919743388877,peacehvac@gmail.com,Peace HVAC Engineers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:20:32.218256Z,
16408,Intellimech Systems,+919980751391,narayanan@intellimech.co.in,Intellimech Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:19:11.915807Z,
16409,Panasonic Brand Store Rds & Co,+918291095721,modernworld.ap@gmail.com,Panasonic Brand Store Rds & Co,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:16:35.173677Z,
16410,Maruthi Aircon Engineers,+919845168316,mae_maruthi@yahoo.com,Maruthi Aircon Engineers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:15:55.372541Z,
16411,Climate and Control Solutions,+919880798877,Kschillersolutions@gmail.com,Climate and Control Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:15:09.658844Z,
16412,Airtech Engg,+919880494279,airtechengg@gmail.com,Airtech Engg,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T16:04:58.971737Z,
16413,Maruthi Electricals,+919686226372,maruthi.electricals26@gmail.com,Maruthi Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:57:59.009814Z,
16414,Online Instruments India Pvt Ltd,+919945126726,manoj.b@orangeplus.in,Online Instruments India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:57:13.214536Z,
16415,Lalith Lamp & Shades,+919980667730,lalithlamp@gmail.com,Lalith Lamp & Shades,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:56:35.519645Z,
16416,Vaishnavi Enterprises,+919342541594,info@vaishnavipowers.com,Vaishnavi Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:56:16.176351Z,
16417,Noel Technologies,+919845681435,info@noeltechnologies.com,Noel Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:54:52.569381Z,
16418,Ganesh Electrical Industrial,+918452815174,ganeshelectricalindustrail@gmail.com,Ganesh Electrical Industrial,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:52:22.974228Z,
16419,Canara Decor,+919845173865,canarafurnitures@gmail.com,Canara Decor,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:49:53.241137Z,
16420,Ohmstronics Lighting Solutions,+919600008824,SALES@OHMSTRONICSLIGHTING.COM,Ohmstronics Lighting Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:45:50.014715Z,
16421,S R Electronics,+919810838833,rajeshsinghal@yahoo.com,S R Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:45:18.511522Z,
16422,Mokshitha Enterprises,+919677200055,MOKSHIIMPEXCO@GMAIL.COM,Mokshitha Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:43:50.880499Z,
16423,Shri Kanakka Durga Electrical Industries,+919444194250,jaisoled@gmail.com,Shri Kanakka Durga Electrical Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:42:23.422186Z,
16424,Serwell Medi Equip (P) Ltd,+919840023595,info@serwellmedi.com,Serwell Medi Equip (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:41:47.688210Z,
16425,Luxstar Industries,+919978814177,info@luxstar.in,Luxstar Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:41:26.316755Z,
16426,Air System,+919884048888,info@asplparts.com,Air System,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:41:08.925230Z,
16427,FLIPSOL RENERGY SYSTEMS,+918124200939,flipsolrenergy@gmail.com,FLIPSOL RENERGY SYSTEMS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:40:45.369524Z,
16428,TARA TRADERS,+919841153019,balachandar53019@gmail.com,TARA TRADERS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:39:08.856255Z,
16429,J P Electronic Devices (India) (P) Ltd,+917949104600,sales@jpedindia.com,J P Electronic Devices (India) (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:37:17.769685Z,
16430,Mahaveer Electricals,+918792601704,info@mahaveerelectricals.com,Mahaveer Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:34:35.745085Z,
16431,Shiyal Electricals,+918549999979,shiyalelec@yahoo.co.in,Shiyal Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:33:53.957999Z,
16432,Navin Electricals & Plumbing Wholesale,+919448393061,laxmansingh15500@gmail.com,Navin Electricals & Plumbing Wholesale,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:33:28.503700Z,
